flight_id,drone_id,battery_id,launch_timestamp,duration_min,destination_hospital,destination_district,dest_lat,dest_lon,distance_km,payload_g,blood_product,weather,outcome,battery_pct_end
FLT-00448,ZIP-26,BAT-1745,2023-11-17 04:46:51,22.0,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1421,Fresh Frozen Plasma,Overcast,Delivered,45
FLT-00449,ZIP-22,BAT-1168,2023-02-22 05:00:28,137.7,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,239,Packed Red Cells,Light Rain,Delivered,32
FLT-00450,ZIP-15,BAT-1516,2023-02-21 04:55:35,136.6,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,452,Fresh Frozen Plasma,Clear,Returned - Weather,63
FLT-00451,ZIP-29,BAT-1547,2023-11-04 21:09:36,135.2,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,299,Whole Blood,Overcast,Partial Delivery,60
FLT-00452,ZIP-23,BAT-1118,2023-09-12 01:41:30,28.3,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1109,Platelets,Clear,Returned - Technical,25
FLT-00453,ZIP-30,BAT-1711,2023-04-09 09:41:29,113.0,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,219,Fresh Frozen Plasma,Partly Cloudy,Delivered,44
FLT-00454,ZIP-14,BAT-1620,2023-02-09 11:12:01,140.2,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1057,Whole Blood,Overcast,Returned - Weather,50
FLT-00455,ZIP-25,BAT-1108,2023-08-29 03:21:44,135.9,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,606,Packed Red Cells,Clear,Partial Delivery,67
FLT-00456,ZIP-23,BAT-1720,2023-11-20 04:07:50,86.8,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,804,Packed Red Cells,Partly Cloudy,Delivered,20
FLT-00457,ZIP-12,BAT-1013,2023-07-13 00:21:40,116.5,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,426,Platelets,Light Rain,Returned - Weather,27
FLT-00458,ZIP-17,BAT-1659,2023-10-30 23:42:39,25.7,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1135,Fresh Frozen Plasma,Clear,Delivered,34
FLT-00459,ZIP-19,BAT-1040,2023-01-20 16:46:52,98.5,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,937,Fresh Frozen Plasma,Partly Cloudy,Partial Delivery,45
FLT-00460,ZIP-14,BAT-1872,2023-02-15 06:16:34,135.7,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1558,Packed Red Cells,Clear,Delivered,39
FLT-00461,ZIP-21,BAT-1095,2023-12-14 15:36:06,86.1,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,901,Packed Red Cells,Foggy,Delivered,25
FLT-00462,ZIP-25,BAT-1394,2023-06-05 16:36:08,105.4,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1063,Packed Red Cells,Overcast,Partial Delivery,25
FLT-00463,ZIP-28,BAT-1426,2023-09-28 14:46:24,38.4,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1188,Platelets,Partly Cloudy,Delivered,29
FLT-00464,ZIP-14,BAT-1901,2023-05-28 17:32:01,115.4,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1189,Platelets,Foggy,Delivered,25
FLT-00465,ZIP-10,BAT-1321,2023-06-21 09:30:31,98.1,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1642,Packed Red Cells,Overcast,Returned - Technical,60
FLT-00466,ZIP-17,BAT-1744,2023-07-21 20:21:34,86.8,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1186,Fresh Frozen Plasma,Foggy,Delivered,60
FLT-00467,ZIP-15,BAT-1658,2023-09-07 08:19:22,138.0,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1235,Platelets,Foggy,Returned - Weather,72
FLT-00468,ZIP-18,BAT-1993,2023-12-04 21:32:27,99.0,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,303,Packed Red Cells,Light Rain,Returned - Weather,53
FLT-00469,ZIP-24,BAT-1470,2023-05-28 07:09:29,138.1,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1373,Platelets,Partly Cloudy,Delivered,23
FLT-00470,ZIP-22,BAT-1105,2023-06-23 20:58:36,100.2,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1044,Whole Blood,Light Rain,Returned - Technical,53
FLT-00471,ZIP-26,BAT-1911,2023-01-01 07:34:54,115.8,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1351,Packed Red Cells,Foggy,Returned - Weather,59
FLT-00472,ZIP-17,BAT-1055,2023-06-27 10:09:57,142.5,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1130,Fresh Frozen Plasma,Overcast,Partial Delivery,53
FLT-00473,ZIP-13,BAT-1463,2023-08-22 05:57:00,113.0,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,399,Packed Red Cells,Overcast,Returned - Technical,18
FLT-00474,ZIP-21,BAT-1534,2023-05-19 04:08:06,89.3,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1637,Whole Blood,Overcast,Returned - Weather,20
FLT-00475,ZIP-16,BAT-1200,2023-07-11 11:42:25,33.7,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,447,Platelets,Light Rain,Returned - Weather,31
FLT-00476,ZIP-23,BAT-1775,2023-11-17 11:24:05,104.0,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,295,Whole Blood,Overcast,Delivered,67
FLT-00477,ZIP-26,BAT-1004,2023-06-27 21:09:50,103.0,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1707,Whole Blood,Foggy,Delivered,53
FLT-00478,ZIP-28,BAT-1181,2023-11-23 00:19:58,102.4,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,555,Packed Red Cells,Foggy,Partial Delivery,24
FLT-00479,ZIP-22,BAT-1902,2023-09-13 14:32:50,102.5,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1057,Packed Red Cells,Overcast,Returned - Weather,35
FLT-00480,ZIP-29,BAT-1422,2023-05-14 09:40:32,105.5,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1633,Fresh Frozen Plasma,Light Rain,Returned - Weather,71
FLT-00481,ZIP-29,BAT-1214,2023-08-01 23:55:18,141.8,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1663,Fresh Frozen Plasma,Foggy,Returned - Weather,61
FLT-00482,ZIP-30,BAT-1555,2023-12-25 00:07:46,88.0,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,860,Whole Blood,Partly Cloudy,Returned - Weather,66
FLT-00483,ZIP-27,BAT-1690,2023-08-07 14:49:53,86.5,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,785,Platelets,Foggy,Returned - Technical,69
FLT-00484,ZIP-16,BAT-1057,2023-07-23 06:11:47,22.5,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,746,Packed Red Cells,Light Rain,Returned - Weather,36
FLT-00485,ZIP-19,BAT-1803,2023-04-08 13:23:52,136.1,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,617,Whole Blood,Clear,Returned - Technical,40
FLT-00486,ZIP-27,BAT-1662,2023-02-10 01:10:58,102.6,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,996,Packed Red Cells,Foggy,Returned - Weather,50
FLT-00487,ZIP-23,BAT-1396,2023-04-22 22:59:11,140.5,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1603,Fresh Frozen Plasma,Clear,Delivered,53
FLT-00488,ZIP-24,BAT-1889,2023-01-06 06:50:41,27.5,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,661,Fresh Frozen Plasma,Partly Cloudy,Returned - Weather,66
FLT-00489,ZIP-16,BAT-1742,2023-08-01 12:49:20,115.1,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,802,Platelets,Partly Cloudy,Partial Delivery,29
FLT-00490,ZIP-13,BAT-1526,2023-01-30 04:06:04,136.4,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,972,Whole Blood,Partly Cloudy,Returned - Technical,45
FLT-00491,ZIP-18,BAT-1866,2023-08-05 09:52:30,84.7,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,211,Fresh Frozen Plasma,Partly Cloudy,Returned - Weather,47
FLT-00492,ZIP-11,BAT-1611,2023-12-31 08:04:53,136.2,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1784,Fresh Frozen Plasma,Partly Cloudy,Delivered,49
FLT-00493,ZIP-15,BAT-1225,2023-08-02 21:51:52,112.0,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1266,Whole Blood,Overcast,Returned - Weather,68
FLT-00494,ZIP-16,BAT-1226,2023-03-04 03:26:26,112.5,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1558,Fresh Frozen Plasma,Foggy,Returned - Weather,39
FLT-00495,ZIP-30,BAT-1574,2023-04-25 06:18:40,84.4,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,218,Whole Blood,Foggy,Returned - Weather,60
FLT-00496,ZIP-20,BAT-1040,2023-06-23 07:55:11,84.6,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,981,Whole Blood,Foggy,Returned - Weather,42
FLT-00497,ZIP-21,BAT-1841,2023-07-30 01:22:36,88.4,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1253,Platelets,Clear,Returned - Weather,49
FLT-00498,ZIP-12,BAT-1526,2023-04-26 08:57:53,28.8,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,396,Packed Red Cells,Partly Cloudy,Delivered,67
FLT-00499,ZIP-30,BAT-1686,2023-07-27 07:50:18,109.2,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1784,Packed Red Cells,Clear,Delivered,61
FLT-00500,ZIP-23,BAT-1999,2023-11-21 18:57:47,98.5,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1524,Whole Blood,Foggy,Partial Delivery,65
FLT-00501,ZIP-12,BAT-1089,2023-03-01 23:05:47,135.1,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,311,Packed Red Cells,Overcast,Delivered,68
FLT-00502,ZIP-22,BAT-1417,2023-08-05 23:43:18,83.2,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1123,Platelets,Partly Cloudy,Delivered,45
FLT-00503,ZIP-30,BAT-1006,2023-01-07 19:26:06,85.7,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1675,Whole Blood,Clear,Returned - Weather,66
FLT-00504,ZIP-26,BAT-1950,2023-08-16 16:15:44,135.3,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,417,Fresh Frozen Plasma,Clear,Delivered,68
FLT-00505,ZIP-24,BAT-1948,2023-04-28 06:47:31,139.8,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,981,Platelets,Overcast,Partial Delivery,70
FLT-00506,ZIP-27,BAT-1400,2023-01-13 05:15:19,138.7,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,804,Packed Red Cells,Foggy,Returned - Weather,37
FLT-00507,ZIP-27,BAT-1566,2023-12-11 17:14:06,142.2,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,489,Whole Blood,Overcast,Delivered,20
FLT-00508,ZIP-16,BAT-1312,2023-08-11 16:07:27,26.4,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1732,Fresh Frozen Plasma,Foggy,Returned - Weather,31
FLT-00509,ZIP-29,BAT-1226,2023-12-18 23:03:54,102.9,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,717,Packed Red Cells,Foggy,Returned - Weather,25
FLT-00510,ZIP-27,BAT-1769,2023-09-18 19:58:02,39.0,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1144,Whole Blood,Clear,Partial Delivery,36
FLT-00511,ZIP-25,BAT-1594,2023-01-27 09:51:59,136.9,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,877,Fresh Frozen Plasma,Partly Cloudy,Returned - Technical,26
FLT-00512,ZIP-16,BAT-1071,2023-09-12 19:27:03,136.8,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,850,Platelets,Overcast,Returned - Weather,46
FLT-00513,ZIP-20,BAT-1373,2023-08-28 14:43:40,87.9,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1077,Packed Red Cells,Foggy,Delivered,18
FLT-00514,ZIP-20,BAT-1137,2023-04-06 20:31:06,88.9,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1182,Platelets,Light Rain,Delivered,46
FLT-00515,ZIP-12,BAT-1621,2023-10-29 03:21:05,85.1,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,774,Packed Red Cells,Foggy,Returned - Weather,52
FLT-00516,ZIP-10,BAT-1077,2023-04-13 11:31:29,38.5,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1238,Whole Blood,Clear,Returned - Technical,70
FLT-00517,ZIP-18,BAT-1564,2023-08-14 01:44:47,112.4,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1313,Platelets,Foggy,Delivered,59
FLT-00518,ZIP-24,BAT-1137,2023-05-23 07:40:36,35.7,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1226,Whole Blood,Foggy,Returned - Technical,43
FLT-00519,ZIP-29,BAT-1987,2023-07-15 06:32:17,82.7,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1601,Packed Red Cells,Partly Cloudy,Partial Delivery,66
FLT-00520,ZIP-28,BAT-1971,2023-02-24 18:20:58,112.7,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1550,Packed Red Cells,Partly Cloudy,Returned - Weather,65
FLT-00521,ZIP-25,BAT-1779,2023-07-08 00:34:42,142.4,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,674,Whole Blood,Clear,Delivered,34
FLT-00522,ZIP-21,BAT-1929,2023-04-02 03:12:43,83.0,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,994,Platelets,Partly Cloudy,Returned - Weather,47
FLT-00523,ZIP-26,BAT-1720,2023-01-16 17:56:19,29.4,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1497,Fresh Frozen Plasma,Overcast,Delivered,71
FLT-00524,ZIP-21,BAT-1387,2023-04-13 12:17:01,139.6,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1403,Whole Blood,Foggy,Delivered,51
FLT-00525,ZIP-21,BAT-1415,2023-05-27 09:38:18,90.4,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,906,Platelets,Partly Cloudy,Returned - Weather,68
FLT-00526,ZIP-12,BAT-1235,2023-12-11 19:02:30,102.5,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1253,Fresh Frozen Plasma,Foggy,Delivered,31
FLT-00527,ZIP-17,BAT-1676,2023-03-14 20:05:13,33.8,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1049,Fresh Frozen Plasma,Foggy,Returned - Technical,64
FLT-00528,ZIP-23,BAT-1662,2023-07-07 06:03:37,27.0,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,245,Packed Red Cells,Light Rain,Delivered,20
FLT-00529,ZIP-11,BAT-1524,2023-08-11 23:16:54,37.3,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1372,Packed Red Cells,Partly Cloudy,Returned - Technical,21
FLT-00530,ZIP-30,BAT-1577,2023-04-11 13:09:15,40.0,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,238,Fresh Frozen Plasma,Foggy,Delivered,23
FLT-00531,ZIP-23,BAT-1224,2023-06-24 16:52:43,37.4,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1430,Packed Red Cells,Light Rain,Partial Delivery,68
FLT-00532,ZIP-20,BAT-1171,2023-11-15 21:10:40,115.3,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1128,Whole Blood,Foggy,Returned - Technical,32
FLT-00533,ZIP-26,BAT-1535,2023-05-30 22:45:54,98.8,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1601,Platelets,Clear,Delivered,70
FLT-00534,ZIP-27,BAT-1898,2023-08-24 09:46:18,33.4,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1230,Whole Blood,Light Rain,Returned - Weather,23
FLT-00535,ZIP-30,BAT-1918,2023-09-14 07:59:04,98.7,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1083,Platelets,Foggy,Returned - Weather,41
FLT-00536,ZIP-22,BAT-1493,2023-09-29 04:30:08,25.8,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,917,Whole Blood,Partly Cloudy,Partial Delivery,45
FLT-00537,ZIP-19,BAT-1085,2023-04-10 02:16:47,36.4,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1425,Platelets,Partly Cloudy,Partial Delivery,34
FLT-00538,ZIP-13,BAT-1535,2023-01-03 08:58:44,38.3,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1264,Whole Blood,Clear,Returned - Weather,42
FLT-00539,ZIP-13,BAT-1370,2023-03-22 00:38:27,140.4,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,516,Platelets,Overcast,Delivered,59
FLT-00540,ZIP-18,BAT-1626,2023-04-09 18:01:42,111.3,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1593,Platelets,Foggy,Delivered,66
FLT-00541,ZIP-27,BAT-1572,2023-06-10 17:33:56,37.0,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1190,Fresh Frozen Plasma,Foggy,Returned - Weather,37
FLT-00542,ZIP-13,BAT-1884,2023-05-14 23:38:00,115.4,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1731,Packed Red Cells,Light Rain,Returned - Weather,46
FLT-00543,ZIP-27,BAT-1820,2023-03-05 02:02:23,135.7,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1457,Whole Blood,Foggy,Delivered,28
FLT-00544,ZIP-25,BAT-1148,2023-09-05 04:47:58,97.7,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1429,Platelets,Clear,Partial Delivery,23
FLT-00545,ZIP-22,BAT-1038,2023-04-13 10:11:42,23.4,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1020,Fresh Frozen Plasma,Clear,Returned - Weather,63
FLT-00546,ZIP-24,BAT-1506,2023-01-23 13:35:39,116.7,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,221,Packed Red Cells,Partly Cloudy,Returned - Technical,72
FLT-00547,ZIP-29,BAT-1034,2023-12-28 17:17:51,141.4,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1245,Packed Red Cells,Overcast,Delivered,57
FLT-00548,ZIP-15,BAT-1000,2023-09-20 00:21:45,32.9,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,377,Fresh Frozen Plasma,Partly Cloudy,Returned - Technical,67
FLT-00549,ZIP-12,BAT-1015,2023-05-18 09:23:18,103.1,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,384,Fresh Frozen Plasma,Light Rain,Returned - Weather,64
FLT-00550,ZIP-17,BAT-1283,2023-12-22 14:30:06,113.8,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1441,Packed Red Cells,Overcast,Partial Delivery,47
FLT-00551,ZIP-13,BAT-1518,2023-08-12 12:31:08,97.7,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1344,Whole Blood,Partly Cloudy,Delivered,50
FLT-00552,ZIP-28,BAT-1832,2023-05-13 06:42:42,90.2,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,712,Platelets,Foggy,Delivered,42
FLT-00553,ZIP-24,BAT-1469,2023-07-08 01:45:26,115.3,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1401,Whole Blood,Overcast,Partial Delivery,48
FLT-00554,ZIP-17,BAT-1718,2023-04-11 09:03:15,22.1,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,846,Platelets,Partly Cloudy,Returned - Technical,40
FLT-00555,ZIP-12,BAT-1294,2023-07-28 06:38:15,109.3,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1017,Fresh Frozen Plasma,Overcast,Delivered,22
FLT-00556,ZIP-28,BAT-1223,2023-12-28 23:14:31,110.6,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,751,Packed Red Cells,Overcast,Delivered,65
FLT-00557,ZIP-17,BAT-1753,2023-12-28 12:36:26,142.2,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,743,Packed Red Cells,Light Rain,Returned - Weather,32
FLT-00558,ZIP-13,BAT-1109,2023-11-21 12:12:33,34.6,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,360,Platelets,Foggy,Returned - Weather,57
FLT-00559,ZIP-21,BAT-1493,2023-10-25 01:16:20,28.5,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1471,Fresh Frozen Plasma,Clear,Partial Delivery,49
FLT-00560,ZIP-26,BAT-1937,2023-12-04 15:30:44,111.4,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,773,Platelets,Partly Cloudy,Partial Delivery,32
FLT-00561,ZIP-26,BAT-1033,2023-02-20 01:20:20,109.6,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,911,Platelets,Light Rain,Delivered,61
FLT-00562,ZIP-10,BAT-1008,2023-06-27 19:22:33,40.4,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1580,Packed Red Cells,Foggy,Delivered,42
FLT-00563,ZIP-18,BAT-1561,2023-02-09 09:02:16,111.8,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,685,Fresh Frozen Plasma,Foggy,Returned - Weather,48
FLT-00564,ZIP-21,BAT-1717,2023-05-14 11:53:26,112.1,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,947,Platelets,Light Rain,Returned - Weather,35
FLT-00565,ZIP-18,BAT-1102,2023-03-12 02:41:20,102.3,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,682,Platelets,Foggy,Returned - Weather,72
FLT-00566,ZIP-10,BAT-1825,2023-03-18 09:26:29,98.9,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,561,Platelets,Partly Cloudy,Delivered,49
FLT-00567,ZIP-25,BAT-1804,2023-12-14 03:53:01,39.4,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,814,Fresh Frozen Plasma,Foggy,Returned - Weather,53
FLT-00568,ZIP-18,BAT-1220,2023-01-19 18:40:58,112.4,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1175,Whole Blood,Partly Cloudy,Delivered,46
FLT-00569,ZIP-18,BAT-1570,2023-05-11 05:13:30,137.0,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,904,Whole Blood,Overcast,Returned - Weather,44
FLT-00570,ZIP-30,BAT-1665,2023-05-17 14:24:01,28.5,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1302,Packed Red Cells,Foggy,Delivered,67
FLT-00571,ZIP-12,BAT-1457,2023-05-19 03:51:22,85.2,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,980,Fresh Frozen Plasma,Foggy,Delivered,47
FLT-00572,ZIP-29,BAT-1646,2023-02-26 12:05:03,141.9,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1370,Platelets,Overcast,Delivered,72
FLT-00573,ZIP-30,BAT-1324,2023-01-31 23:22:35,22.9,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,796,Fresh Frozen Plasma,Partly Cloudy,Delivered,56
FLT-00574,ZIP-28,BAT-1371,2023-06-03 19:54:38,137.1,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1266,Platelets,Light Rain,Partial Delivery,44
FLT-00575,ZIP-18,BAT-1240,2023-03-13 15:56:36,39.4,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1723,Whole Blood,Partly Cloudy,Returned - Technical,31
FLT-00576,ZIP-11,BAT-1561,2023-06-04 10:43:59,33.4,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,253,Platelets,Clear,Delivered,51
FLT-00577,ZIP-22,BAT-1670,2023-02-10 14:40:58,23.7,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,833,Packed Red Cells,Partly Cloudy,Delivered,33
FLT-00578,ZIP-15,BAT-1539,2023-04-21 14:42:20,138.5,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,258,Whole Blood,Partly Cloudy,Delivered,60
FLT-00579,ZIP-18,BAT-1553,2023-12-01 09:13:06,90.0,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1323,Platelets,Light Rain,Delivered,26
FLT-00580,ZIP-28,BAT-1651,2023-07-29 16:31:28,136.3,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1090,Fresh Frozen Plasma,Foggy,Delivered,40
FLT-00581,ZIP-21,BAT-1315,2023-07-29 20:04:17,99.5,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1044,Fresh Frozen Plasma,Clear,Delivered,27
FLT-00582,ZIP-25,BAT-1293,2023-01-05 08:23:14,82.6,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1295,Whole Blood,Partly Cloudy,Delivered,62
FLT-00583,ZIP-19,BAT-1440,2023-10-21 15:30:57,101.5,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1422,Packed Red Cells,Clear,Partial Delivery,68
FLT-00584,ZIP-15,BAT-1255,2023-08-02 03:42:28,24.6,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1664,Platelets,Light Rain,Returned - Weather,71
FLT-00585,ZIP-29,BAT-1782,2023-03-27 22:04:13,99.8,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1621,Fresh Frozen Plasma,Light Rain,Returned - Weather,36
FLT-00586,ZIP-12,BAT-1192,2023-10-16 18:34:49,139.2,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,573,Packed Red Cells,Overcast,Delivered,36
FLT-00587,ZIP-16,BAT-1503,2023-09-05 14:16:13,25.2,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,856,Whole Blood,Light Rain,Delivered,27
FLT-00588,ZIP-14,BAT-1275,2023-07-28 00:17:19,21.8,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1664,Platelets,Clear,Delivered,64
FLT-00589,ZIP-20,BAT-1222,2023-04-01 15:57:04,22.3,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1060,Fresh Frozen Plasma,Clear,Delivered,68
FLT-00590,ZIP-14,BAT-1082,2023-05-25 11:40:18,101.4,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,314,Fresh Frozen Plasma,Clear,Delivered,67
FLT-00591,ZIP-18,BAT-1917,2023-01-28 23:21:12,102.1,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,981,Whole Blood,Partly Cloudy,Delivered,25
FLT-00592,ZIP-16,BAT-1034,2023-04-07 22:29:50,138.0,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1143,Whole Blood,Light Rain,Delivered,51
